"","iso_code","country","continent","col_name","rate"
"61","AFG","Afghanistan","Asia","hosp_patients_per_million",100
"62","AFG","Afghanistan","Asia","weekly_icu_admissions",100
"63","AFG","Afghanistan","Asia","weekly_icu_admissions_per_million",100
"64","AFG","Afghanistan","Asia","weekly_hosp_admissions",100
"65","AFG","Afghanistan","Asia","weekly_hosp_admissions_per_million",100
"66","AFG","Afghanistan","Asia","total_tests",100
"67","AFG","Afghanistan","Asia","new_tests",100
"68","AFG","Afghanistan","Asia","total_tests_per_thousand",100
"69","AFG","Afghanistan","Asia","new_tests_per_thousand",100
"70","AFG","Afghanistan","Asia","new_tests_smoothed",100
"71","AFG","Afghanistan","Asia","new_tests_smoothed_per_thousand",100
"72","AFG","Afghanistan","Asia","tests_per_case",100
"73","AFG","Afghanistan","Asia","positive_rate",100
"74","AFG","Afghanistan","Asia","extreme_poverty",100
"75","AFG","Afghanistan","Asia","female_smokers",100
"76","AFG","Afghanistan","Asia","male_smokers",100
"77","AFG","Afghanistan","Asia","GDP_per_unit_of_energy_use_constant",100
"78","AFG","Afghanistan","Asia","reproduction_rate",30.42
"79","AFG","Afghanistan","Asia","total_deaths",25.3
"80","AFG","Afghanistan","Asia","total_deaths_per_million",25.3
"81","AFG","Afghanistan","Asia","total_cases",19.88
"82","AFG","Afghanistan","Asia","total_cases_per_million",19.88
"83","AFG","Afghanistan","Asia","new_cases",3.01
"84","AFG","Afghanistan","Asia","new_deaths",3.01
"85","AFG","Afghanistan","Asia","new_cases_per_million",3.01
"86","AFG","Afghanistan","Asia","new_deaths_per_million",3.01
"87","AFG","Afghanistan","Asia","stringency_index",2.11
"88","AFG","Afghanistan","Asia","new_cases_smoothed",1.81
"89","AFG","Afghanistan","Asia","new_deaths_smoothed",1.81
"90","AFG","Afghanistan","Asia","new_cases_smoothed_per_million",1.81
"91","AFG","Afghanistan","Asia","new_deaths_smoothed_per_million",1.81
"92","AFG","Afghanistan","Asia","continent",0
"93","AFG","Afghanistan","Asia","location",0
"94","AFG","Afghanistan","Asia","date",0
"95","AFG","Afghanistan","Asia","tests_units",0
"96","AFG","Afghanistan","Asia","population",0
"97","AFG","Afghanistan","Asia","population_density",0
"98","AFG","Afghanistan","Asia","median_age",0
"99","AFG","Afghanistan","Asia","aged_65_older",0
"100","AFG","Afghanistan","Asia","aged_70_older",0
"101","AFG","Afghanistan","Asia","gdp_per_capita",0
"102","AFG","Afghanistan","Asia","cardiovasc_death_rate",0
"103","AFG","Afghanistan","Asia","diabetes_prevalence",0
"104","AFG","Afghanistan","Asia","handwashing_facilities",0
"105","AFG","Afghanistan","Asia","hospital_beds_per_thousand",0
"106","AFG","Afghanistan","Asia","life_expectancy",0
"107","AFG","Afghanistan","Asia","human_development_index",0
"108","AFG","Afghanistan","Asia","Country_Clasification",0
"109","AFG","Afghanistan","Asia","Government_Type",0
"110","AFG","Afghanistan","Asia","Corruption_preception",0
"111","AFG","Afghanistan","Asia","Development_Status",0
"112","AFG","Afghanistan","Asia","Land_Conditions",0
"113","AFG","Afghanistan","Asia","Population_total",0
"114","AFG","Afghanistan","Asia","Urban_population_PC_of_total_population",0
"115","AGO","Angola","Africa","icu_patients",100
"116","AGO","Angola","Africa","icu_patients_per_million",100
"117","AGO","Angola","Africa","hosp_patients",100
"118","AGO","Angola","Africa","hosp_patients_per_million",100
"119","AGO","Angola","Africa","weekly_icu_admissions",100
"120","AGO","Angola","Africa","weekly_icu_admissions_per_million",100
"121","AGO","Angola","Africa","weekly_hosp_admissions",100
"122","AGO","Angola","Africa","weekly_hosp_admissions_per_million",100
"123","AGO","Angola","Africa","total_tests",100
"124","AGO","Angola","Africa","new_tests",100
"125","AGO","Angola","Africa","total_tests_per_thousand",100
"126","AGO","Angola","Africa","new_tests_per_thousand",100
"127","AGO","Angola","Africa","new_tests_smoothed",100
"128","AGO","Angola","Africa","new_tests_smoothed_per_thousand",100
"129","AGO","Angola","Africa","tests_per_case",100
"130","AGO","Angola","Africa","positive_rate",100
"131","AGO","Angola","Africa","extreme_poverty",100
"132","AGO","Angola","Africa","female_smokers",100
"133","AGO","Angola","Africa","male_smokers",100
"134","AGO","Angola","Africa","hospital_beds_per_thousand",100
"135","AGO","Angola","Africa","reproduction_rate",37.6
"136","AGO","Angola","Africa","total_deaths",3.2
"137","AGO","Angola","Africa","total_deaths_per_million",3.2
"138","AGO","Angola","Africa","new_cases_smoothed",2.4
"139","AGO","Angola","Africa","new_deaths_smoothed",2.4
"140","AGO","Angola","Africa","new_cases_smoothed_per_million",2.4
"141","AGO","Angola","Africa","new_deaths_smoothed_per_million",2.4
"142","AGO","Angola","Africa","stringency_index",1.6
"143","AGO","Angola","Africa","continent",0
"144","AGO","Angola","Africa","location",0
"145","AGO","Angola","Africa","date",0
"146","AGO","Angola","Africa","total_cases",0
"147","AGO","Angola","Africa","new_cases",0
"148","AGO","Angola","Africa","new_deaths",0
"149","AGO","Angola","Africa","total_cases_per_million",0
"150","AGO","Angola","Africa","new_cases_per_million",0
"151","AGO","Angola","Africa","new_deaths_per_million",0
"152","AGO","Angola","Africa","tests_units",0
"153","AGO","Angola","Africa","population",0
"154","AGO","Angola","Africa","population_density",0
"155","AGO","Angola","Africa","median_age",0
"156","AGO","Angola","Africa","aged_65_older",0
"157","AGO","Angola","Africa","aged_70_older",0
"158","AGO","Angola","Africa","gdp_per_capita",0
"159","AGO","Angola","Africa","cardiovasc_death_rate",0
"160","AGO","Angola","Africa","diabetes_prevalence",0
"161","AGO","Angola","Africa","handwashing_facilities",0
"162","AGO","Angola","Africa","life_expectancy",0
"163","AGO","Angola","Africa","human_development_index",0
"164","AGO","Angola","Africa","Country_Clasification",0
"165","AGO","Angola","Africa","Government_Type",0
"166","AGO","Angola","Africa","Corruption_preception",0
"167","AGO","Angola","Africa","Development_Status",0
"168","AGO","Angola","Africa","Land_Conditions",0
"169","AGO","Angola","Africa","GDP_per_unit_of_energy_use_constant",0
"170","AGO","Angola","Africa","Population_total",0
"171","AGO","Angola","Africa","Urban_population_PC_of_total_population",0
"172","ALB","Albania","Europe","icu_patients",100
"173","ALB","Albania","Europe","icu_patients_per_million",100
"174","ALB","Albania","Europe","hosp_patients",100
"175","ALB","Albania","Europe","hosp_patients_per_million",100
"176","ALB","Albania","Europe","weekly_icu_admissions",100
"177","ALB","Albania","Europe","weekly_icu_admissions_per_million",100
"178","ALB","Albania","Europe","weekly_hosp_admissions",100
"179","ALB","Albania","Europe","weekly_hosp_admissions_per_million",100
"180","ALB","Albania","Europe","total_tests",100
"181","ALB","Albania","Europe","new_tests",100
"182","ALB","Albania","Europe","total_tests_per_thousand",100
"183","ALB","Albania","Europe","new_tests_per_thousand",100
"184","ALB","Albania","Europe","new_tests_smoothed",100
"185","ALB","Albania","Europe","new_tests_smoothed_per_thousand",100
"186","ALB","Albania","Europe","tests_per_case",100
"187","ALB","Albania","Europe","positive_rate",100
"188","ALB","Albania","Europe","handwashing_facilities",100
"189","ALB","Albania","Europe","reproduction_rate",10.65
"190","ALB","Albania","Europe","stringency_index",2.66
"191","ALB","Albania","Europe","new_cases_smoothed",2.28
"192","ALB","Albania","Europe","new_deaths_smoothed",2.28
"193","ALB","Albania","Europe","new_cases_smoothed_per_million",2.28
"194","ALB","Albania","Europe","new_deaths_smoothed_per_million",2.28
"195","ALB","Albania","Europe","total_deaths",1.14
"196","ALB","Albania","Europe","total_deaths_per_million",1.14
"197","ALB","Albania","Europe","continent",0
"198","ALB","Albania","Europe","location",0
"199","ALB","Albania","Europe","date",0
"200","ALB","Albania","Europe","total_cases",0
"201","ALB","Albania","Europe","new_cases",0
"202","ALB","Albania","Europe","new_deaths",0
"203","ALB","Albania","Europe","total_cases_per_million",0
"204","ALB","Albania","Europe","new_cases_per_million",0
"205","ALB","Albania","Europe","new_deaths_per_million",0
"206","ALB","Albania","Europe","tests_units",0
"207","ALB","Albania","Europe","population",0
"208","ALB","Albania","Europe","population_density",0
"209","ALB","Albania","Europe","median_age",0
"210","ALB","Albania","Europe","aged_65_older",0
"211","ALB","Albania","Europe","aged_70_older",0
"212","ALB","Albania","Europe","gdp_per_capita",0
"213","ALB","Albania","Europe","extreme_poverty",0
"214","ALB","Albania","Europe","cardiovasc_death_rate",0
"215","ALB","Albania","Europe","diabetes_prevalence",0
"216","ALB","Albania","Europe","female_smokers",0
"217","ALB","Albania","Europe","male_smokers",0
"218","ALB","Albania","Europe","hospital_beds_per_thousand",0
"219","ALB","Albania","Europe","life_expectancy",0
"220","ALB","Albania","Europe","human_development_index",0
"221","ALB","Albania","Europe","Country_Clasification",0
"222","ALB","Albania","Europe","Government_Type",0
"223","ALB","Albania","Europe","Corruption_preception",0
"224","ALB","Albania","Europe","Development_Status",0
"225","ALB","Albania","Europe","Land_Conditions",0
"226","ALB","Albania","Europe","GDP_per_unit_of_energy_use_constant",0
"227","ALB","Albania","Europe","Population_total",0
"228","ALB","Albania","Europe","Urban_population_PC_of_total_population",0
"229","AND","Andorra","Europe","icu_patients",100
"230","AND","Andorra","Europe","icu_patients_per_million",100
"231","AND","Andorra","Europe","hosp_patients",100
"232","AND","Andorra","Europe","hosp_patients_per_million",100
"233","AND","Andorra","Europe","weekly_icu_admissions",100
"234","AND","Andorra","Europe","weekly_icu_admissions_per_million",100
"235","AND","Andorra","Europe","weekly_hosp_admissions",100
"236","AND","Andorra","Europe","weekly_hosp_admissions_per_million",100
"237","AND","Andorra","Europe","total_tests",100
"238","AND","Andorra","Europe","new_tests",100
"239","AND","Andorra","Europe","total_tests_per_thousand",100
"240","AND","Andorra","Europe","new_tests_per_thousand",100
"241","AND","Andorra","Europe","new_tests_smoothed",100
"242","AND","Andorra","Europe","new_tests_smoothed_per_thousand",100
"243","AND","Andorra","Europe","tests_per_case",100
"244","AND","Andorra","Europe","positive_rate",100
"245","AND","Andorra","Europe","median_age",100
"246","AND","Andorra","Europe","aged_65_older",100
"247","AND","Andorra","Europe","aged_70_older",100
"248","AND","Andorra","Europe","gdp_per_capita",100
"249","AND","Andorra","Europe","extreme_poverty",100
"250","AND","Andorra","Europe","handwashing_facilities",100
"251","AND","Andorra","Europe","hospital_beds_per_thousand",100
"252","AND","Andorra","Europe","GDP_per_unit_of_energy_use_constant",100
"253","AND","Andorra","Europe","reproduction_rate",10.61
"254","AND","Andorra","Europe","total_deaths",7.2
"255","AND","Andorra","Europe","total_deaths_per_million",7.2
"256","AND","Andorra","Europe","total_cases",2.27
"257","AND","Andorra","Europe","new_cases",2.27
"258","AND","Andorra","Europe","new_deaths",2.27
"259","AND","Andorra","Europe","total_cases_per_million",2.27
"260","AND","Andorra","Europe","new_cases_per_million",2.27
"261","AND","Andorra","Europe","new_deaths_per_million",2.27
"262","AND","Andorra","Europe","stringency_index",0.76
"263","AND","Andorra","Europe","new_cases_smoothed",0.38
"264","AND","Andorra","Europe","new_deaths_smoothed",0.38
"265","AND","Andorra","Europe","new_cases_smoothed_per_million",0.38
"266","AND","Andorra","Europe","new_deaths_smoothed_per_million",0.38
"267","AND","Andorra","Europe","continent",0
"268","AND","Andorra","Europe","location",0
"269","AND","Andorra","Europe","date",0
"270","AND","Andorra","Europe","tests_units",0
"271","AND","Andorra","Europe","population",0
"272","AND","Andorra","Europe","population_density",0
"273","AND","Andorra","Europe","cardiovasc_death_rate",0
"274","AND","Andorra","Europe","diabetes_prevalence",0
"275","AND","Andorra","Europe","female_smokers",0
"276","AND","Andorra","Europe","male_smokers",0
"277","AND","Andorra","Europe","life_expectancy",0
"278","AND","Andorra","Europe","human_development_index",0
"279","AND","Andorra","Europe","Country_Clasification",0
"280","AND","Andorra","Europe","Government_Type",0
"281","AND","Andorra","Europe","Corruption_preception",0
"282","AND","Andorra","Europe","Development_Status",0
"283","AND","Andorra","Europe","Land_Conditions",0
"284","AND","Andorra","Europe","Population_total",0
"285","AND","Andorra","Europe","Urban_population_PC_of_total_population",0
"286","ARE","United Arab Emirates","Asia","icu_patients",100
"287","ARE","United Arab Emirates","Asia","icu_patients_per_million",100
"288","ARE","United Arab Emirates","Asia","hosp_patients",100
"289","ARE","United Arab Emirates","Asia","hosp_patients_per_million",100
"290","ARE","United Arab Emirates","Asia","weekly_icu_admissions",100
"291","ARE","United Arab Emirates","Asia","weekly_icu_admissions_per_million",100
"292","ARE","United Arab Emirates","Asia","weekly_hosp_admissions",100
"293","ARE","United Arab Emirates","Asia","weekly_hosp_admissions_per_million",100
"294","ARE","United Arab Emirates","Asia","extreme_poverty",100
"295","ARE","United Arab Emirates","Asia","handwashing_facilities",100
"296","ARE","United Arab Emirates","Asia","reproduction_rate",27.71
"297","ARE","United Arab Emirates","Asia","total_deaths",24.7
"298","ARE","United Arab Emirates","Asia","total_deaths_per_million",24.7
"299","ARE","United Arab Emirates","Asia","total_tests",18.37
"300","ARE","United Arab Emirates","Asia","new_tests",18.37
"301","ARE","United Arab Emirates","Asia","total_tests_per_thousand",18.37
"302","ARE","United Arab Emirates","Asia","new_tests_per_thousand",18.37
"303","ARE","United Arab Emirates","Asia","new_tests_smoothed",11.14
"304","ARE","United Arab Emirates","Asia","new_tests_smoothed_per_thousand",11.14
"305","ARE","United Arab Emirates","Asia","tests_per_case",11.14
"306","ARE","United Arab Emirates","Asia","positive_rate",11.14
"307","ARE","United Arab Emirates","Asia","total_cases",9.94
"308","ARE","United Arab Emirates","Asia","total_cases_per_million",9.94
"309","ARE","United Arab Emirates","Asia","new_cases",1.81
"310","ARE","United Arab Emirates","Asia","new_cases_smoothed",1.81
"311","ARE","United Arab Emirates","Asia","new_deaths",1.81
"312","ARE","United Arab Emirates","Asia","new_deaths_smoothed",1.81
"313","ARE","United Arab Emirates","Asia","new_cases_per_million",1.81
"314","ARE","United Arab Emirates","Asia","new_cases_smoothed_per_million",1.81
"315","ARE","United Arab Emirates","Asia","new_deaths_per_million",1.81
"316","ARE","United Arab Emirates","Asia","new_deaths_smoothed_per_million",1.81
"317","ARE","United Arab Emirates","Asia","stringency_index",0.9
"318","ARE","United Arab Emirates","Asia","continent",0
"319","ARE","United Arab Emirates","Asia","location",0
"320","ARE","United Arab Emirates","Asia","date",0
"321","ARE","United Arab Emirates","Asia","tests_units",0
"322","ARE","United Arab Emirates","Asia","population",0
"323","ARE","United Arab Emirates","Asia","population_density",0
"324","ARE","United Arab Emirates","Asia","median_age",0
"325","ARE","United Arab Emirates","Asia","aged_65_older",0
"326","ARE","United Arab Emirates","Asia","aged_70_older",0
"327","ARE","United Arab Emirates","Asia","gdp_per_capita",0
"328","ARE","United Arab Emirates","Asia","cardiovasc_death_rate",0
"329","ARE","United Arab Emirates","Asia","diabetes_prevalence",0
"330","ARE","United Arab Emirates","Asia","female_smokers",0
"331","ARE","United Arab Emirates","Asia","male_smokers",0
"332","ARE","United Arab Emirates","Asia","hospital_beds_per_thousand",0
"333","ARE","United Arab Emirates","Asia","life_expectancy",0
"334","ARE","United Arab Emirates","Asia","human_development_index",0
"335","ARE","United Arab Emirates","Asia","Country_Clasification",0
"336","ARE","United Arab Emirates","Asia","Government_Type",0
"337","ARE","United Arab Emirates","Asia","Corruption_preception",0
"338","ARE","United Arab Emirates","Asia","Development_Status",0
"339","ARE","United Arab Emirates","Asia","Land_Conditions",0
"340","ARE","United Arab Emirates","Asia","GDP_per_unit_of_energy_use_constant",0
"341","ARE","United Arab Emirates","Asia","Population_total",0
"342","ARE","United Arab Emirates","Asia","Urban_population_PC_of_total_population",0
"343","ARG","Argentina","America","icu_patients",100
"344","ARG","Argentina","America","icu_patients_per_million",100
"345","ARG","Argentina","America","hosp_patients",100
"346","ARG","Argentina","America","hosp_patients_per_million",100
"347","ARG","Argentina","America","weekly_icu_admissions",100
"348","ARG","Argentina","America","weekly_icu_admissions_per_million",100
"349","ARG","Argentina","America","weekly_hosp_admissions",100
"350","ARG","Argentina","America","weekly_hosp_admissions_per_million",100
"351","ARG","Argentina","America","total_tests",100
"352","ARG","Argentina","America","new_tests",100
"353","ARG","Argentina","America","total_tests_per_thousand",100
"354","ARG","Argentina","America","new_tests_per_thousand",100
"355","ARG","Argentina","America","new_tests_smoothed",100
"356","ARG","Argentina","America","new_tests_smoothed_per_thousand",100
"357","ARG","Argentina","America","tests_per_case",100
"358","ARG","Argentina","America","positive_rate",100
"359","ARG","Argentina","America","handwashing_facilities",100
"360","ARG","Argentina","America","reproduction_rate",10.86
"361","ARG","Argentina","America","new_cases_smoothed",1.87
"362","ARG","Argentina","America","total_deaths",1.87
"363","ARG","Argentina","America","new_deaths_smoothed",1.87
"364","ARG","Argentina","America","new_cases_smoothed_per_million",1.87
"365","ARG","Argentina","America","total_deaths_per_million",1.87
"366","ARG","Argentina","America","new_deaths_smoothed_per_million",1.87
"367","ARG","Argentina","America","stringency_index",1.12
"368","ARG","Argentina","America","total_cases",0.75
"369","ARG","Argentina","America","new_cases",0.75
"370","ARG","Argentina","America","new_deaths",0.75
"371","ARG","Argentina","America","total_cases_per_million",0.75
"372","ARG","Argentina","America","new_cases_per_million",0.75
"373","ARG","Argentina","America","new_deaths_per_million",0.75
"374","ARG","Argentina","America","continent",0
"375","ARG","Argentina","America","location",0
"376","ARG","Argentina","America","date",0
"377","ARG","Argentina","America","tests_units",0
"378","ARG","Argentina","America","population",0
"379","ARG","Argentina","America","population_density",0
"380","ARG","Argentina","America","median_age",0
"381","ARG","Argentina","America","aged_65_older",0
"382","ARG","Argentina","America","aged_70_older",0
"383","ARG","Argentina","America","gdp_per_capita",0
"384","ARG","Argentina","America","extreme_poverty",0
"385","ARG","Argentina","America","cardiovasc_death_rate",0
"386","ARG","Argentina","America","diabetes_prevalence",0
"387","ARG","Argentina","America","female_smokers",0
"388","ARG","Argentina","America","male_smokers",0
"389","ARG","Argentina","America","hospital_beds_per_thousand",0
"390","ARG","Argentina","America","life_expectancy",0
"391","ARG","Argentina","America","human_development_index",0
"392","ARG","Argentina","America","Country_Clasification",0
"393","ARG","Argentina","America","Government_Type",0
"394","ARG","Argentina","America","Corruption_preception",0
"395","ARG","Argentina","America","Development_Status",0
"396","ARG","Argentina","America","Land_Conditions",0
"397","ARG","Argentina","America","GDP_per_unit_of_energy_use_constant",0
"398","ARG","Argentina","America","Population_total",0
"399","ARG","Argentina","America","Urban_population_PC_of_total_population",0
"400","ARM","Armenia","Asia","icu_patients",100
"401","ARM","Armenia","Asia","icu_patients_per_million",100
"402","ARM","Armenia","Asia","hosp_patients",100
"403","ARM","Armenia","Asia","hosp_patients_per_million",100
"404","ARM","Armenia","Asia","weekly_icu_admissions",100
"405","ARM","Armenia","Asia","weekly_icu_admissions_per_million",100
"406","ARM","Armenia","Asia","weekly_hosp_admissions",100
"407","ARM","Armenia","Asia","weekly_hosp_admissions_per_million",100
"408","ARM","Armenia","Asia","total_tests",100
"409","ARM","Armenia","Asia","new_tests",100
"410","ARM","Armenia","Asia","total_tests_per_thousand",100
"411","ARM","Armenia","Asia","new_tests_per_thousand",100
"412","ARM","Armenia","Asia","new_tests_smoothed",100
"413","ARM","Armenia","Asia","new_tests_smoothed_per_thousand",100
"414","ARM","Armenia","Asia","tests_per_case",100
"415","ARM","Armenia","Asia","positive_rate",100
"416","ARM","Armenia","Asia","stringency_index",100
"417","ARM","Armenia","Asia","reproduction_rate",28.01
"418","ARM","Armenia","Asia","total_deaths",26.2
"419","ARM","Armenia","Asia","total_deaths_per_million",26.2
"420","ARM","Armenia","Asia","total_cases",21.08
"421","ARM","Armenia","Asia","total_cases_per_million",21.08
"422","ARM","Armenia","Asia","new_cases",2.71
"423","ARM","Armenia","Asia","new_deaths",2.71
"424","ARM","Armenia","Asia","new_cases_per_million",2.71
"425","ARM","Armenia","Asia","new_deaths_per_million",2.71
"426","ARM","Armenia","Asia","new_cases_smoothed",1.81
"427","ARM","Armenia","Asia","new_deaths_smoothed",1.81
"428","ARM","Armenia","Asia","new_cases_smoothed_per_million",1.81
"429","ARM","Armenia","Asia","new_deaths_smoothed_per_million",1.81
"430","ARM","Armenia","Asia","continent",0
"431","ARM","Armenia","Asia","location",0
"432","ARM","Armenia","Asia","date",0
"433","ARM","Armenia","Asia","tests_units",0
"434","ARM","Armenia","Asia","population",0
"435","ARM","Armenia","Asia","population_density",0
"436","ARM","Armenia","Asia","median_age",0
"437","ARM","Armenia","Asia","aged_65_older",0
"438","ARM","Armenia","Asia","aged_70_older",0
"439","ARM","Armenia","Asia","gdp_per_capita",0
"440","ARM","Armenia","Asia","extreme_poverty",0
"441","ARM","Armenia","Asia","cardiovasc_death_rate",0
"442","ARM","Armenia","Asia","diabetes_prevalence",0
"443","ARM","Armenia","Asia","female_smokers",0
"444","ARM","Armenia","Asia","male_smokers",0
"445","ARM","Armenia","Asia","handwashing_facilities",0
"446","ARM","Armenia","Asia","hospital_beds_per_thousand",0
"447","ARM","Armenia","Asia","life_expectancy",0
"448","ARM","Armenia","Asia","human_development_index",0
"449","ARM","Armenia","Asia","Country_Clasification",0
"450","ARM","Armenia","Asia","Government_Type",0
"451","ARM","Armenia","Asia","Corruption_preception",0
"452","ARM","Armenia","Asia","Development_Status",0
"453","ARM","Armenia","Asia","Land_Conditions",0
"454","ARM","Armenia","Asia","GDP_per_unit_of_energy_use_constant",0
"455","ARM","Armenia","Asia","Population_total",0
"456","ARM","Armenia","Asia","Urban_population_PC_of_total_population",0
"457","ATG","Antigua and Barbuda","America","icu_patients",100
"458","ATG","Antigua and Barbuda","America","icu_patients_per_million",100
"459","ATG","Antigua and Barbuda","America","hosp_patients",100
"460","ATG","Antigua and Barbuda","America","hosp_patients_per_million",100
"461","ATG","Antigua and Barbuda","America","weekly_icu_admissions",100
"462","ATG","Antigua and Barbuda","America","weekly_icu_admissions_per_million",100
"463","ATG","Antigua and Barbuda","America","weekly_hosp_admissions",100
"464","ATG","Antigua and Barbuda","America","weekly_hosp_admissions_per_million",100
"465","ATG","Antigua and Barbuda","America","total_tests",100
"466","ATG","Antigua and Barbuda","America","new_tests",100
"467","ATG","Antigua and Barbuda","America","total_tests_per_thousand",100
"468","ATG","Antigua and Barbuda","America","new_tests_per_thousand",100
"469","ATG","Antigua and Barbuda","America","new_tests_smoothed",100
"470","ATG","Antigua and Barbuda","America","new_tests_smoothed_per_thousand",100
"471","ATG","Antigua and Barbuda","America","tests_per_case",100
"472","ATG","Antigua and Barbuda","America","positive_rate",100
"473","ATG","Antigua and Barbuda","America","stringency_index",100
"474","ATG","Antigua and Barbuda","America","extreme_poverty",100
"475","ATG","Antigua and Barbuda","America","female_smokers",100
"476","ATG","Antigua and Barbuda","America","male_smokers",100
"477","ATG","Antigua and Barbuda","America","handwashing_facilities",100
"478","ATG","Antigua and Barbuda","America","GDP_per_unit_of_energy_use_constant",100
"479","ATG","Antigua and Barbuda","America","reproduction_rate",81.35
"480","ATG","Antigua and Barbuda","America","total_deaths",8.33
"481","ATG","Antigua and Barbuda","America","total_deaths_per_million",8.33
"482","ATG","Antigua and Barbuda","America","new_cases_smoothed",0.4
"483","ATG","Antigua and Barbuda","America","new_deaths_smoothed",0.4
"484","ATG","Antigua and Barbuda","America","new_cases_smoothed_per_million",0.4
"485","ATG","Antigua and Barbuda","America","new_deaths_smoothed_per_million",0.4
"486","ATG","Antigua and Barbuda","America","continent",0
"487","ATG","Antigua and Barbuda","America","location",0
"488","ATG","Antigua and Barbuda","America","date",0
"489","ATG","Antigua and Barbuda","America","total_cases",0
"490","ATG","Antigua and Barbuda","America","new_cases",0
"491","ATG","Antigua and Barbuda","America","new_deaths",0
"492","ATG","Antigua and Barbuda","America","total_cases_per_million",0
"493","ATG","Antigua and Barbuda","America","new_cases_per_million",0
"494","ATG","Antigua and Barbuda","America","new_deaths_per_million",0
"495","ATG","Antigua and Barbuda","America","tests_units",0
"496","ATG","Antigua and Barbuda","America","population",0
"497","ATG","Antigua and Barbuda","America","population_density",0
"498","ATG","Antigua and Barbuda","America","median_age",0
"499","ATG","Antigua and Barbuda","America","aged_65_older",0
"500","ATG","Antigua and Barbuda","America","aged_70_older",0
"501","ATG","Antigua and Barbuda","America","gdp_per_capita",0
"502","ATG","Antigua and Barbuda","America","cardiovasc_death_rate",0
"503","ATG","Antigua and Barbuda","America","diabetes_prevalence",0
"504","ATG","Antigua and Barbuda","America","hospital_beds_per_thousand",0
"505","ATG","Antigua and Barbuda","America","life_expectancy",0
"506","ATG","Antigua and Barbuda","America","human_development_index",0
"507","ATG","Antigua and Barbuda","America","Country_Clasification",0
"508","ATG","Antigua and Barbuda","America","Government_Type",0
"509","ATG","Antigua and Barbuda","America","Corruption_preception",0
"510","ATG","Antigua and Barbuda","America","Development_Status",0
"511","ATG","Antigua and Barbuda","America","Land_Conditions",0
"512","ATG","Antigua and Barbuda","America","Population_total",0
"513","ATG","Antigua and Barbuda","America","Urban_population_PC_of_total_population",0
